,fsq_id,name,distance,latitude,longitude,categories,city_bikes_ll
0,502e6bb9e4b0eed9c30f0e43,Bar de l'Hôtel Raphaël,662,48.862172,2.282686,Hotel Bar,"48.865983,2.275725"
1,4c549caf72cf0f472cc4d3d4,Au barbar,278,48.863712,2.27768,Bar,"48.865983,2.275725"
2,4b77f147f964a52097af2ee3,Saint-James Club,582,48.870457,2.279956,Hotel Bar,"48.865983,2.275725"
3,5ff3069fb907b733a9252835,Joe & The Juice,687,48.869255,2.283876,Dining and Drinking,"48.865983,2.275725"
4,535fdf29498ecab0a45b1d4e,Le Metropolitan Lounge Bar,530,48.865556,2.282755,Hotel Bar,"48.865983,2.275725"
5,5e5f92ba9f640c00072668ad,"Picadeli (Picadeli, bar à salades)",556,48.86099,2.275061,Salad Restaurant,"48.865983,2.275725"
6,4b93f8e1f964a520065e34e3,Sushi Man,461,48.866881,2.281836,Sushi Restaurant,"48.865983,2.275725"
7,5d7e62c5a406af0008c0d406,Le Barisien,741,48.867249,2.285502,"Bar, Restaurant","48.865983,2.275725"
8,4bbf1c2998f495213515d263,Sushi Shop,873,48.870674,2.285251,Sushi Restaurant,"48.865983,2.275725"
9,556c97b1498e9ace83a47893,Il Cottage,500,48.870761,2.275406,"Pizzeria, Italian Restaurant","48.865983,2.275725"
10,4fd21c85e4b08315f264bdd5,Dernier Bar Avant la Fin du Monde,696,48.857952,2.346294,"Bar, Vegan and Vegetarian Restaurant","48.85375581057431,2.3390958085656166"
11,4b4b2e69f964a520e29326e3,L'Express Bar,899,48.861118,2.343741,"Café, Coffee Shop, Pizzeria","48.85375581057431,2.3390958085656166"
12,4b22eca6f964a5206c5024e3,Prescription Cocktail Club,161,48.854987,2.337701,"Cocktail Bar, Lounge, Restaurant","48.85375581057431,2.3390958085656166"
13,4afd8300f964a5203a2822e3,L'Avant-Comptoir,191,48.852038,2.338828,"Wine Bar, Creperie","48.85375581057431,2.3390958085656166"
14,53568d3e498e92e5a3a56f36,Chez Nous,245,48.8559,2.340061,"Dive Bar, Wine Bar, Tapas Restaurant","48.85375581057431,2.3390958085656166"
15,58a58562ef787f21708c9ea0,La Robe & la Mousse,236,48.851773,2.339108,"Beer Bar, Coffee Shop, Restaurant","48.85375581057431,2.3390958085656166"
16,4e67b1d8fa76f38efb3aaa09,Compagnie des Vins Surnaturels,298,48.851613,2.336516,"Wine Bar, Restaurant","48.85375581057431,2.3390958085656166"
17,4f10b8bae4b0253d4bf5309e,Castor Club,315,48.851853,2.342425,"Cocktail Bar, Coffee Shop","48.85375581057431,2.3390958085656166"
18,5660a818498e87cb6fbcece5,Tiger,378,48.852194,2.334718,"Cocktail Bar, Restaurant","48.85375581057431,2.3390958085656166"
19,4d559605143ca0932c17b1fc,Ambassade de Bourgogne,267,48.851326,2.338837,Wine Store,"48.85375581057431,2.3390958085656166"
20,59777d70345cbe0ff50f5787,Martin Bar,297,48.868571,2.360907,"Cocktail Bar, Café, Coffee Shop","48.867872484749,2.3648982158072"
21,55ca636d498ec27381542a29,Gravity Bar,665,48.873303,2.360681,"Cocktail Bar, Lounge, Restaurant","48.867872484749,2.3648982158072"
22,612bd0ce473e824433b82c93,Musa Bar Paris,879,48.866304,2.376629,"Bar, Coffee Shop","48.867872484749,2.3648982158072"
23,4b396d38f964a5206e5c25e3,Cud Bar (Cud),873,48.861933,2.357139,"Gay Bar, Café, Coffee Shop","48.867872484749,2.3648982158072"
24,4b68a117f964a520c8832be3,Le Barav,326,48.865121,2.363202,"Wine Bar, Brasserie","48.867872484749,2.3648982158072"
25,5b3bb178ca18ea002c505d95,Bar Chope-Moi,323,48.864963,2.366031,"Bar, Coffee Shop, Restaurant","48.867872484749,2.3648982158072"
26,548c8b5c498eff940216227a,Restaurant Martin,352,48.864959,2.365943,"Wine Bar, Restaurant","48.867872484749,2.3648982158072"
27,5c17a53631fd14002c84aec1,The 46 Bar,339,48.868658,2.360358,"Bar, Coffee Shop, Fast Food Restaurant","48.867872484749,2.3648982158072"
28,55b121d7498ef435e79e61e4,Lavomatic,230,48.868551,2.361755,"Cocktail Bar, Speakeasy, Fast Food Restaurant","48.867872484749,2.3648982158072"
29,5079f1e0e4b0eb8b83f90b0d,Little Red Door,474,48.863669,2.363698,"Cocktail Bar, Speakeasy, Café","48.867872484749,2.3648982158072"
30,4b60b5acf964a5203ff529e3,Bar du Marché,321,48.853928,2.337145,"Bar, Café, Restaurant","48.856451985395786,2.334851883351803"
31,5c3235b08afbe0002dcd9eb3,Bar Joséphine,822,48.851285,2.327114,Cocktail Bar,"48.856451985395786,2.334851883351803"
32,4fd21c85e4b08315f264bdd5,Dernier Bar Avant la Fin du Monde,843,48.857952,2.346294,"Bar, Vegan and Vegetarian Restaurant","48.856451985395786,2.334851883351803"
33,4b4b2e69f964a520e29326e3,L'Express Bar,849,48.861118,2.343741,"Café, Coffee Shop, Pizzeria","48.856451985395786,2.334851883351803"
34,4b22eca6f964a5206c5024e3,Prescription Cocktail Club,278,48.854987,2.337701,"Cocktail Bar, Lounge, Restaurant","48.856451985395786,2.334851883351803"
35,53568d3e498e92e5a3a56f36,Chez Nous,402,48.8559,2.340061,"Dive Bar, Wine Bar, Tapas Restaurant","48.856451985395786,2.334851883351803"
36,5660a818498e87cb6fbcece5,Tiger,480,48.852194,2.334718,"Cocktail Bar, Restaurant","48.856451985395786,2.334851883351803"
37,4e67b1d8fa76f38efb3aaa09,Compagnie des Vins Surnaturels,535,48.851613,2.336516,"Wine Bar, Restaurant","48.856451985395786,2.334851883351803"
38,56f317d6498e5bfa690b3693,L'Arbane,268,48.855661,2.338195,"Cocktail Bar, Lounge, Restaurant","48.856451985395786,2.334851883351803"
39,4afd8300f964a5203a2822e3,L'Avant-Comptoir,569,48.852038,2.338828,"Wine Bar, Creperie","48.856451985395786,2.334851883351803"
40,5c6c0fa6c8b2fb002c4e8544,Mikkeller Bar Paris,590,48.878571,2.345377,Brewery,"48.87929591733507,2.3373600840568547"
41,552bcfc4498e003e2da33ad0,Bar à Bulles,685,48.8842,2.332266,"Bar, Burger Joint, Coffee Shop","48.87929591733507,2.3373600840568547"
42,4cc3459638aaa09353e10b62,Café Bar de Clermont,597,48.884594,2.336637,Bar,"48.87929591733507,2.3373600840568547"
43,59da6475d8fe7a28e011d4d0,L'intrépide bar,513,48.882916,2.332864,"Beer Bar, Dive Bar, Coffee Shop","48.87929591733507,2.3373600840568547"
44,4b4a4ccef964a520e98226e3,Tagada Bar,681,48.88532,2.339745,"Cocktail Bar, Dive Bar, Brasserie","48.87929591733507,2.3373600840568547"
45,4d9767b4c162530c571f00a4,The Terrass Bar,858,48.886519,2.333165,Hotel Bar,"48.87929591733507,2.3373600840568547"
46,4b113326f964a520cf7823e3,L'Hélice Bar,553,48.883586,2.341362,"Bar, French Restaurant","48.87929591733507,2.3373600840568547"
47,5c0c170c270ee7002cfc491d,228 Litres,226,48.880364,2.339837,Wine Bar,"48.87929591733507,2.3373600840568547"
48,55058555498efeb43b2df3fd,El Nopal Taqueria,308,48.881921,2.336564,Taco Restaurant,"48.87929591733507,2.3373600840568547"
49,57fd3a31498ed8c8594230b8,Les Apotres de Pigalle,415,48.882954,2.336502,"French Restaurant, Tapas Restaurant","48.87929591733507,2.3373600840568547"
50,5792a3ff498ea411967f3efb,Bar Mama Shelter,850,48.859945,2.402552,Lounge,"48.855907555969,2.3925706744194"
51,591c7bc5b23dfa408a85f89d,Bar & Beer Menilmontant,903,48.863368,2.387342,"Beer Bar, Sports Bar, Café","48.855907555969,2.3925706744194"
52,4bbb78099858d13af76133a2,L'Abribus,487,48.857298,2.399053,Restaurant,"48.855907555969,2.3925706744194"
53,4bbfa606461576b033ed7832,Piston Pélican,241,48.856836,2.395676,"Bar, Pizzeria, Brasserie","48.855907555969,2.3925706744194"
54,543eb4c3498ec28948bb1e7a,La Belle Équipe,785,48.853785,2.382128,"Bar, Café, Brasserie","48.855907555969,2.3925706744194"
55,4b157c60f964a52090ad23e3,Café Titon,563,48.852814,2.386441,"Café, Coffee Shop, German Restaurant","48.855907555969,2.3925706744194"
56,50edcbb9e4b0f4e820906b4e,Septime la Cave,926,48.853717,2.380453,Wine Store,"48.855907555969,2.3925706744194"
57,57f7ca4ccd10074b3ec13496,Bluebird,949,48.851265,2.381803,"Cocktail Bar, Café","48.855907555969,2.3925706744194"
58,4d5c34299c31b60c4345b2ee,Le Bouillon Belge,664,48.852081,2.399412,"Beer Bar, Belgian Restaurant, Brasserie","48.855907555969,2.3925706744194"
59,4b477ff1f964a520163426e3,Les Pères Populaires,874,48.851144,2.401852,"Bar, Fast Food Restaurant, Brasserie","48.855907555969,2.3925706744194"
60,564269aa498e9bfd23114837,Bar & Beer,176,48.837216,2.391594,"Beer Bar, Restaurant","48.840855311763,2.3875549435616"
61,5aa03eb4d033605844d89b37,Barracuda,502,48.844471,2.383614,"Bar, Coffee Shop, Restaurant","48.840855311763,2.3875549435616"
62,5637a8a4498ea3a0bf8c9c7c,American Express Live Bar,623,48.839452,2.379452,"Music Venue, Cocktail Bar, Lounge","48.840855311763,2.3875549435616"
63,57fc988b498e1b3a29381f8f,Le Social Bar,897,48.841851,2.375404,"Beer Bar, Café, Restaurant","48.840855311763,2.3875549435616"
64,5b51c0860a08ab002cb3c35e,Le Paradis du Fruit,872,48.833098,2.386774,Dining and Drinking,"48.840855311763,2.3875549435616"
65,4c2f465066e40f47878fc18b,Au Petit Clin d'Oeil,731,48.846893,2.384224,"Bar, Tapas Restaurant","48.840855311763,2.3875549435616"
66,4d5d19b2775f8cfa81b7bde0,Golden Sushi,975,48.849757,2.387682,"Fast Food Restaurant, Japanese Restaurant","48.840855311763,2.3875549435616"
67,4b5dd035f964a520296d29e3,The Frog at Bercy Village,885,48.833077,2.386245,"Beer Bar, Pub, Burger Joint","48.840855311763,2.3875549435616"
68,4bca1bf9b6c49c7432c98f91,Zendo,695,48.834902,2.385547,"Fast Food Restaurant, Sushi Restaurant","48.840855311763,2.3875549435616"
69,5ae8eb44e7a2370039b3754d,J'Peux Pas J'Ai Poney,508,48.840066,2.394699,"Bar, Restaurant","48.840855311763,2.3875549435616"
70,5c3235b08afbe0002dcd9eb3,Bar Joséphine,153,48.851285,2.327114,Cocktail Bar,"48.851296433665276,2.325061820447445"
71,4b60b5acf964a5203ff529e3,Bar du Marché,925,48.853928,2.337145,"Bar, Café, Restaurant","48.851296433665276,2.325061820447445"
72,5660a818498e87cb6fbcece5,Tiger,700,48.852194,2.334718,"Cocktail Bar, Restaurant","48.851296433665276,2.325061820447445"
73,4e67b1d8fa76f38efb3aaa09,Compagnie des Vins Surnaturels,830,48.851613,2.336516,"Wine Bar, Restaurant","48.851296433665276,2.325061820447445"
74,4b06de60f964a520dcf122e3,Chez Georges,639,48.852148,2.333572,"Dive Bar, Wine Bar, Bistro","48.851296433665276,2.325061820447445"
75,4f8d53e7e4b013a9840a6e04,Cojean Raspail,152,48.852182,2.326366,"Fast Food Restaurant, Salad Restaurant","48.851296433665276,2.325061820447445"
76,4b5f5a03f964a520a2b529e3,Au Sauvignon,268,48.852104,2.32847,"Wine Bar, Café, Brasserie","48.851296433665276,2.325061820447445"
77,4adcda04f964a520383221e3,The Frog & Princess,708,48.852407,2.334589,"Sports Bar, Burger Joint, Brasserie","48.851296433665276,2.325061820447445"
78,57d9dfe8498eb1f22ac28863,Judy the Good Life,597,48.847178,2.330311,Juice Bar,"48.851296433665276,2.325061820447445"
79,4c0acd91bbc676b0e5884ad5,Bodega,695,48.851908,2.334372,"Bar, Brasserie","48.851296433665276,2.325061820447445"
80,4fd21c85e4b08315f264bdd5,Dernier Bar Avant la Fin du Monde,739,48.857952,2.346294,"Bar, Vegan and Vegetarian Restaurant","48.851518815017,2.3436703160405"
81,4b60b5acf964a5203ff529e3,Bar du Marché,553,48.853928,2.337145,"Bar, Café, Restaurant","48.851518815017,2.3436703160405"
82,4f10b8bae4b0253d4bf5309e,Castor Club,101,48.851853,2.342425,"Cocktail Bar, Coffee Shop","48.851518815017,2.3436703160405"
83,4bae6799f964a520ddad3be3,La Taverne de Cluny,6,48.851474,2.343829,"Beer Bar, Sports Bar, French Restaurant","48.851518815017,2.3436703160405"
84,58a58562ef787f21708c9ea0,La Robe & la Mousse,338,48.851773,2.339108,"Beer Bar, Coffee Shop, Restaurant","48.851518815017,2.3436703160405"
85,554548c8498e731178ebf08a,SOURIRE tapas françaises,299,48.851094,2.3479,Tapas Restaurant,"48.851518815017,2.3436703160405"
86,4afd8300f964a5203a2822e3,L'Avant-Comptoir,359,48.852038,2.338828,"Wine Bar, Creperie","48.851518815017,2.3436703160405"
87,53568d3e498e92e5a3a56f36,Chez Nous,539,48.8559,2.340061,"Dive Bar, Wine Bar, Tapas Restaurant","48.851518815017,2.3436703160405"
88,4e67b1d8fa76f38efb3aaa09,Compagnie des Vins Surnaturels,531,48.851613,2.336516,"Wine Bar, Restaurant","48.851518815017,2.3436703160405"
89,4afc6236f964a520182222e3,Au Père Louis,365,48.849037,2.340202,Brasserie,"48.851518815017,2.3436703160405"
90,4f5a5636e4b03005858b31cc,Uc-61,795,48.876541,2.294055,"Cocktail Bar, Café, Coffee Shop","48.881973298352,2.301132157445"
91,4b954281f964a520a29834e3,Le Millésimes,219,48.880255,2.302244,"Bar, Coffee Shop, French Restaurant","48.881973298352,2.301132157445"
92,53405a38498e08f86812c4ff,KooK's Bar,540,48.881598,2.293761,Cocktail Bar,"48.881973298352,2.301132157445"
93,4e0ec69452b1b27c1b8a8f0f,La Table Verte,442,48.87948,2.29661,Salad Restaurant,"48.881973298352,2.301132157445"
94,4f1846f2e4b0cae4b4d778e5,Executive Lounge de l'Hôtel du Collectionneur,672,48.877206,2.306799,Hotel Bar,"48.881973298352,2.301132157445"
95,5b282f6fda7080002ca80bc6,The Grill Room,976,48.879364,2.313841,"Bar, Restaurant","48.881973298352,2.301132157445"
96,533aebd6498eafad7e6b75f7,Le Bar du Sofitel,753,48.875203,2.301348,Hotel Bar,"48.881973298352,2.301132157445"
97,4b4653a3f964a520b31d26e3,Le Dada,558,48.87856,2.29545,"Lounge, Brasserie, Tapas Restaurant","48.881973298352,2.301132157445"
98,4c20e9df4d4a20a1447b9b70,Au Village des Ternes,781,48.880183,2.290705,"Wine Bar, French Restaurant","48.881973298352,2.301132157445"
99,4b4c687cf964a5206cb226e3,Bistrot Osaka,272,48.884337,2.300758,"Fast Food Restaurant, French Restaurant, Japanese Restaurant","48.881973298352,2.301132157445"
100,5119e451e4b05b41022e6f5f,Bar la Fayette,341,48.880459,2.284549,"Arts and Entertainment, Hotel Bar","48.88287775178599,2.287667370814871"
101,516138f4e4b027d847b0718d,Bellagio Pizza Bar,266,48.88087,2.28567,Cocktail Bar,"48.88287775178599,2.287667370814871"
102,4ba289b8f964a520240238e3,Le Rouge et le Verre,440,48.878888,2.287471,Wine Store,"48.88287775178599,2.287667370814871"
103,53405a38498e08f86812c4ff,KooK's Bar,463,48.881598,2.293761,Cocktail Bar,"48.88287775178599,2.287667370814871"
104,4f5a5636e4b03005858b31cc,Uc-61,831,48.876541,2.294055,"Cocktail Bar, Café, Coffee Shop","48.88287775178599,2.287667370814871"
105,4e0ec69452b1b27c1b8a8f0f,La Table Verte,760,48.87948,2.29661,Salad Restaurant,"48.88287775178599,2.287667370814871"
106,50648786e4b0aacee6e32043,L'Ambre,472,48.878672,2.287512,"Cocktail Bar, Café, Coffee Shop","48.88287775178599,2.287667370814871"
107,4c20e9df4d4a20a1447b9b70,Au Village des Ternes,376,48.880183,2.290705,"Wine Bar, French Restaurant","48.88287775178599,2.287667370814871"
108,4b4653a3f964a520b31d26e3,Le Dada,754,48.87856,2.29545,"Lounge, Brasserie, Tapas Restaurant","48.88287775178599,2.287667370814871"
109,4b7a9e62f964a520d5332fe3,Arito Sushi,894,48.890497,2.283397,Sushi Restaurant,"48.88287775178599,2.287667370814871"
110,55ca636d498ec27381542a29,Gravity Bar,457,48.873303,2.360681,"Cocktail Bar, Lounge, Restaurant","48.871044051984,2.3661044619878"
111,59777d70345cbe0ff50f5787,Martin Bar,473,48.868571,2.360907,"Cocktail Bar, Café, Coffee Shop","48.871044051984,2.3661044619878"
112,612bd0ce473e824433b82c93,Musa Bar Paris,932,48.866304,2.376629,"Bar, Coffee Shop","48.871044051984,2.3661044619878"
113,4af31753f964a52092ea21e3,Le Comptoir Général,163,48.872417,2.365373,Bar,"48.871044051984,2.3661044619878"
114,5c43840f4f0e58002cc024b3,Early June,296,48.872858,2.363165,"Wine Bar, Restaurant","48.871044051984,2.3661044619878"
115,5cfed45c3ba767002c77695c,La Cidrerie,101,48.870072,2.36569,"Bar, Coffee Shop, Restaurant","48.871044051984,2.3661044619878"
116,5ca234ed25fb7b002cd49535,Brussels Beer Project,155,48.872288,2.366605,"Beer Bar, Restaurant","48.871044051984,2.3661044619878"
117,4b47b553f964a520583b26e3,Le Cinquante,271,48.871971,2.362799,"Dive Bar, Coffee Shop, Brasserie","48.871044051984,2.3661044619878"
118,5415ae4f498e9aee38f6a39e,CopperBay,654,48.869681,2.357365,"Cocktail Bar, Coffee Shop","48.871044051984,2.3661044619878"
119,60f04067c2fa21323eb9d5f9,Carburant,258,48.872636,2.363598,Beer Bar,"48.871044051984,2.3661044619878"
120,4ebab7b79adf13742094cfaa,Bar de l'InterContinental Grand Hôtel Paris,440,48.870811,2.330956,Hotel Bar,"48.874422773426545,2.3284685611724854"
121,4adcda05f964a5207b3221e3,New York Bar le Harry,628,48.869097,2.332144,Bar,"48.874422773426545,2.3284685611724854"
122,4f593369e4b07f0bf5903183,Bar 8,834,48.866983,2.327077,Bar,"48.874422773426545,2.3284685611724854"
123,4adcda06f964a520fa3221e3,Bar Vendôme,709,48.867924,2.328766,French Restaurant,"48.874422773426545,2.3284685611724854"
124,59da6475d8fe7a28e011d4d0,L'intrépide bar,1002,48.882916,2.332864,"Beer Bar, Dive Bar, Coffee Shop","48.874422773426545,2.3284685611724854"
125,5b5781704f0e58002c86a5e8,Perruche,107,48.874406,2.328651,"Lounge, Mediterranean Restaurant","48.874422773426545,2.3284685611724854"
126,5dd296bdd3fbb90007e2e259,Joe & The Juice,276,48.873654,2.332083,Juice Bar,"48.874422773426545,2.3284685611724854"
127,59f9022cda5ede19c12e065e,Gegeor,653,48.88001,2.331102,"Wine Bar, Restaurant","48.874422773426545,2.3284685611724854"
128,4bf27ba5a32e20a1393cd557,cojean Mathurins,534,48.873676,2.32141,Salad Restaurant,"48.874422773426545,2.3284685611724854"
129,4b092e36f964a520961423e3,Bugsy's,839,48.871186,2.317835,"Bar, Pizzeria, Fast Food Restaurant","48.874422773426545,2.3284685611724854"
130,58936c9fa19e903e160c1851,Académie de la Bière,278,48.839188,2.339308,"Beer Bar, Belgian Restaurant, Brasserie","48.837525839067,2.3360354080796"
131,5cfac538a6031c002c840214,Maison Edgar,442,48.839733,2.32992,"Bar, Restaurant","48.837525839067,2.3360354080796"
132,4adcda04f964a520453221e3,Rosebud,745,48.84163,2.328318,"Cocktail Bar, Coffee Shop, Fast Food Restaurant","48.837525839067,2.3360354080796"
133,4e6b541d7d8b143eb77d78a9,Le Petit Club,829,48.830263,2.334331,"Bar, Café, Brasserie","48.837525839067,2.3360354080796"
134,4b2f3b4af964a52057ea24e3,Smoke,823,48.841398,2.326629,"Beer Bar, Coffee Shop, Brasserie","48.837525839067,2.3360354080796"
135,5c2e51db31ac6c002cc704ff,Le Bar 1802,958,48.837844,2.349157,Cocktail Bar,"48.837525839067,2.3360354080796"
136,4fe8bfcce4b0c6426c8334bb,Pub Gay Lussac,708,48.84149,2.343627,"Bar, Fast Food Restaurant, Brasserie","48.837525839067,2.3360354080796"
137,4adcda08f964a5206f3321e3,Les Papilles,898,48.844574,2.341712,"Wine Bar, Bistro, Brasserie","48.837525839067,2.3360354080796"
138,5277d8dd498edfe33f0238e5,Cachette,485,48.841931,2.335354,Café,"48.837525839067,2.3360354080796"
139,4bf6d70913aed13aba4beaf7,Le Lakanal,541,48.833134,2.332545,"Bar, Coffee Shop, Brasserie","48.837525839067,2.3360354080796"
140,5c3235b08afbe0002dcd9eb3,Bar Joséphine,276,48.851285,2.327114,Cocktail Bar,"48.85165383178419,2.3308077827095985"
141,4b60b5acf964a5203ff529e3,Bar du Marché,523,48.853928,2.337145,"Bar, Café, Restaurant","48.85165383178419,2.3308077827095985"
142,5660a818498e87cb6fbcece5,Tiger,278,48.852194,2.334718,"Cocktail Bar, Restaurant","48.85165383178419,2.3308077827095985"
143,4b06de60f964a520dcf122e3,Chez Georges,220,48.852148,2.333572,"Dive Bar, Wine Bar, Bistro","48.85165383178419,2.3308077827095985"
144,4e67b1d8fa76f38efb3aaa09,Compagnie des Vins Surnaturels,409,48.851613,2.336516,"Wine Bar, Restaurant","48.85165383178419,2.3308077827095985"
145,4afd8300f964a5203a2822e3,L'Avant-Comptoir,586,48.852038,2.338828,"Wine Bar, Creperie","48.85165383178419,2.3308077827095985"
146,58a58562ef787f21708c9ea0,La Robe & la Mousse,602,48.851773,2.339108,"Beer Bar, Coffee Shop, Restaurant","48.85165383178419,2.3308077827095985"
147,4b22eca6f964a5206c5024e3,Prescription Cocktail Club,641,48.854987,2.337701,"Cocktail Bar, Lounge, Restaurant","48.85165383178419,2.3308077827095985"
148,53568d3e498e92e5a3a56f36,Chez Nous,832,48.8559,2.340061,"Dive Bar, Wine Bar, Tapas Restaurant","48.85165383178419,2.3308077827095985"
149,4d559605143ca0932c17b1fc,Ambassade de Bourgogne,574,48.851326,2.338837,Wine Store,"48.85165383178419,2.3308077827095985"
150,5c3235b08afbe0002dcd9eb3,Bar Joséphine,237,48.851285,2.327114,Cocktail Bar,"48.853147816545,2.3263905197382"
151,4b60b5acf964a5203ff529e3,Bar du Marché,785,48.853928,2.337145,"Bar, Café, Restaurant","48.853147816545,2.3263905197382"
152,5660a818498e87cb6fbcece5,Tiger,607,48.852194,2.334718,"Cocktail Bar, Restaurant","48.853147816545,2.3263905197382"
153,4b06de60f964a520dcf122e3,Chez Georges,546,48.852148,2.333572,"Dive Bar, Wine Bar, Bistro","48.853147816545,2.3263905197382"
154,4e67b1d8fa76f38efb3aaa09,Compagnie des Vins Surnaturels,748,48.851613,2.336516,"Wine Bar, Restaurant","48.853147816545,2.3263905197382"
155,4b22eca6f964a5206c5024e3,Prescription Cocktail Club,869,48.854987,2.337701,"Cocktail Bar, Lounge, Restaurant","48.853147816545,2.3263905197382"
156,4afd8300f964a5203a2822e3,L'Avant-Comptoir,916,48.852038,2.338828,"Wine Bar, Creperie","48.853147816545,2.3263905197382"
157,58a58562ef787f21708c9ea0,La Robe & la Mousse,940,48.851773,2.339108,"Beer Bar, Coffee Shop, Restaurant","48.853147816545,2.3263905197382"
158,4f8d53e7e4b013a9840a6e04,Cojean Raspail,103,48.852182,2.326366,"Fast Food Restaurant, Salad Restaurant","48.853147816545,2.3263905197382"
159,4b5f5a03f964a520a2b529e3,Au Sauvignon,210,48.852104,2.32847,"Wine Bar, Café, Brasserie","48.853147816545,2.3263905197382"
160,54469172498ed34e0178dc37,Brewberry Bar,276,48.842772,2.348549,Beer Bar,"48.84389286531899,2.3519663885235786"
161,4c23cc37f1272d7f590182c5,Oi Sushi,217,48.844763,2.34905,Sushi Restaurant,"48.84389286531899,2.3519663885235786"
162,5530cc1f498ea6903c33a3da,Bonvivant,406,48.847555,2.352033,"Wine Bar, French Restaurant","48.84389286531899,2.3519663885235786"
163,4b39b55cf964a520a45e25e3,Les Pipos,469,48.847569,2.348343,"Wine Bar, Café, Brasserie","48.84389286531899,2.3519663885235786"
164,520d21d911d2769b08910957,Chicha Shop,215,48.843173,2.349176,Hookah Bar,"48.84389286531899,2.3519663885235786"
165,554548c8498e731178ebf08a,SOURIRE tapas françaises,865,48.851094,2.3479,Tapas Restaurant,"48.84389286531899,2.3519663885235786"
166,51e07770498ed9d3f85c60a2,La Tireuse,526,48.847302,2.347149,"Bar, Café, Coffee Shop","48.84389286531899,2.3519663885235786"
167,588b260de309e1207082c28b,The Bridge Bar,658,48.848871,2.347083,Bar,"48.84389286531899,2.3519663885235786"
168,54119bd8498e4a254a13a067,Wine Tasting In Paris,281,48.845885,2.353858,Wine Bar,"48.84389286531899,2.3519663885235786"
169,5c2e51db31ac6c002cc704ff,Le Bar 1802,718,48.837844,2.349157,Cocktail Bar,"48.84389286531899,2.3519663885235786"
170,5c3235b08afbe0002dcd9eb3,Bar Joséphine,610,48.851285,2.327114,Cocktail Bar,"48.84708159081946,2.321374788880348"
171,4e71fbb7091a8493b3553126,L'Adada Bar,730,48.840513,2.322309,"Bar, Restaurant","48.84708159081946,2.321374788880348"
172,4c87f35ebf40a1cdc8fa08b4,Bar des Artisans,360,48.844187,2.319138,"Bar, Café, Restaurant","48.84708159081946,2.321374788880348"
173,590c4db4d1a402271dfd3153,Bubble Sky Bar 240m @ Montparnasse Tower,493,48.842663,2.322053,Bar,"48.84708159081946,2.321374788880348"
174,4adcda04f964a520453221e3,Rosebud,771,48.84163,2.328318,"Cocktail Bar, Coffee Shop, Fast Food Restaurant","48.84708159081946,2.321374788880348"
175,51dd523c498e2f01bb5faffb,Café Trama,117,48.847521,2.323027,"Bistro, Diner, French Restaurant","48.84708159081946,2.321374788880348"
176,57d9dfe8498eb1f22ac28863,Judy the Good Life,645,48.847178,2.330311,Juice Bar,"48.84708159081946,2.321374788880348"
177,4b2f3b4af964a52057ea24e3,Smoke,725,48.841398,2.326629,"Beer Bar, Coffee Shop, Brasserie","48.84708159081946,2.321374788880348"
178,4f8d53e7e4b013a9840a6e04,Cojean Raspail,687,48.852182,2.326366,"Fast Food Restaurant, Salad Restaurant","48.84708159081946,2.321374788880348"
179,509d6ee5e4b0b119687198a8,La Chance,798,48.844569,2.310831,Real Estate Development and Title Company,"48.84708159081946,2.321374788880348"
180,533adb1e11d2d502ac13e6e8,méga Bar,775,48.905874,2.393028,Bar,"48.91039875761846,2.3851355910301213"
181,5515bf7a498ec7be3d20b160,Grand Bouillon,497,48.914795,2.383125,"Music Venue, Bar, Restaurant","48.91039875761846,2.3851355910301213"
182,5a115fcb4a7aae690645085a,Tabac Malibu,507,48.915012,2.38584,Bar,"48.91039875761846,2.3851355910301213"
183,57a6f74e498efae5c85e2bcf,Le Périgord,523,48.914857,2.381958,"Coffee Shop, Fast Food Restaurant","48.91039875761846,2.3851355910301213"
184,59a13f9b1ffe977b6f508168,Café du Marché,617,48.91442,2.379195,Hotel,"48.91039875761846,2.3851355910301213"
185,59ac46e748b04e2920b24826,Restaurant Marechal,921,48.905111,2.374502,"Karaoke Bar, Restaurant","48.91039875761846,2.3851355910301213"
186,30986018ed0a4adf9cc333b9,Monsieur Jacques Zerbib,431,48.910499,2.379223,Bar,"48.91039875761846,2.3851355910301213"
187,48146439779d4655cf946670,Auberge des Gourmets,515,48.912352,2.391542,"Bar, Pizzeria, Brasserie","48.91039875761846,2.3851355910301213"
188,35815a9f94184c79d37406b1,Maman,570,48.915489,2.38415,"Bar, Restaurant","48.91039875761846,2.3851355910301213"
189,04dcda47f12d42bd5ab58ccb,UrbanSoccer,760,48.907327,2.375828,Bar,"48.91039875761846,2.3851355910301213"
190,5e5f9308ae95a20008e8d3b1,"Picadeli (Picadeli, bar à salades)",357,48.817147,2.381243,Salad Restaurant,"48.81580226360801,2.376804985105991"
191,4ec5438a2c5b6307e6bf55ac,Le Pierre Curie,49,48.816196,2.377213,"Bar, Brasserie","48.81580226360801,2.376804985105991"
192,4c49ebdf3013a5935e9f66e3,L'Argane,281,48.817015,2.379944,Fast Food Restaurant,"48.81580226360801,2.376804985105991"
193,5b1c3aae06fb60002c9fb184,Guet Open,384,48.817662,2.381109,Bar,"48.81580226360801,2.376804985105991"
